"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1134","RT @Ron_Raval: #Agerelaxation4EWS 
#AatmanirbharBharat
Respected Sir if you really want to Empower youth &amp; to Empower EBC Peoples, please p…",FALSE,0,NA,2020-06-01 12:21:27,FALSE,NA,"1267431061249765378",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Vijay24336013",18,TRUE,FALSE,NA,NA
"1135","RT @ManojXavier1: I do not follow @narendramodi 

Pass it on

#StepDownModi",FALSE,0,NA,2020-06-01 12:21:27,FALSE,NA,"1267431059714486274",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mojav_ind",4,TRUE,FALSE,NA,NA
"1136","@bainjal @PMOIndia PM @narendramodi knows implementation of lockdown was a mess, now he is trying to shift blame to… https://t.co/6t5lRU46zA",FALSE,0,"bainjal",2020-06-01 12:21:26,TRUE,"1267349097570168837","1267431057088933888","89732309","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","modi_pravink",0,FALSE,FALSE,NA,NA
"1137","@DrJitendraSingh @narendramodi @PIB_India @PIBSrinagar @PrakashJavdekar @nitin_gadkari A kind request sir. Please s… https://t.co/KeqZTvoCsI",FALSE,0,"DrJitendraSingh",2020-06-01 12:21:26,TRUE,"1267416235739881477","1267431056552099840","146360682","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rajeshroshanrai",0,FALSE,FALSE,NA,NA
"1138","#BSNL ,@narendramodi ,@BSNL_BR,#PMModi, @rsprasad

Dear Sir,

I also have some exam online but college needs high s… https://t.co/u6rPvjiiz5",FALSE,0,NA,2020-06-01 12:21:26,TRUE,NA,"1267431055608426497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ankur94ku",0,FALSE,FALSE,NA,NA
"1139","#StepDownModi 
@narendramodi deserves applaud for ONE thing, if not for anything else; he has been the most divisiv… https://t.co/06gyvXBPxX",FALSE,3,NA,2020-06-01 12:21:24,TRUE,NA,"1267431049321164800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","im_didi_ki_behn",1,FALSE,FALSE,NA,NA
"1140","RT @mynk__07: Don't push students' life to death, stop playing with our health. 
@ChouhanShivraj
@PMOIndia
@narendramodi
@OfficeOfKNath
@aa…",FALSE,0,NA,2020-06-01 12:21:24,FALSE,NA,"1267431048746541056",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","iMprincesolanki",3,TRUE,FALSE,NA,NA
"1141","RT @ShuklaRajiv: India is a federal structure. How one state can prevent people coming from other state. War against corona has to be fough…",FALSE,0,NA,2020-06-01 12:21:22,FALSE,NA,"1267431042807259137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SonuJaiSah2",20,TRUE,FALSE,NA,NA
"1142","@pfbwfindia @girirajsinghbjp @drsanjeevbalyan @narendramodi @PMOIndia @MannKiBaat_PMO @PrakashJavdekar @Dept_of_AHD… https://t.co/Tyik0SClNC",FALSE,0,"pfbwfindia",2020-06-01 12:21:21,TRUE,"1267405892271525890","1267431036213846016","1255758775471861761","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ROBINPALSINGH3",0,FALSE,FALSE,NA,NA
"1143","RT @PMOIndia: The country has seen rapid progress in setting up 22 more AIIMS.

Over the last five years, we have been able to add over 30,…",FALSE,0,NA,2020-06-01 12:21:21,FALSE,NA,"1267431035949641728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","govindakumar381",1076,TRUE,FALSE,NA,NA
"1144","@RajeevCharak @narendramodi Revoke sro 202,anti youth policy in JK UT",FALSE,0,"RajeevCharak",2020-06-01 12:21:20,FALSE,"1267274241302392832","1267431032321605633","2232392066","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kundalkuldeep3",0,FALSE,FALSE,NA,NA
"1145","@Kashi38770743 @SureshKKhanna @DDNewsHindi @narendramodi @UPGovt @myogiadityanath @BJP4UP @MoHFW_INDIA Honourable s… https://t.co/TTg1p6Buxh",FALSE,0,"Kashi38770743",2020-06-01 12:21:19,TRUE,"1267426619347566593","1267431027208667136","1256223318308503557","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rsaxena625",0,FALSE,FALSE,NA,NA
"1146","RT @nitin_gadkari: The definition of MSMEs have been upwardly revised as the limits in manufacturing and servicing sector has been increase…",FALSE,0,NA,2020-06-01 12:21:16,FALSE,NA,"1267431016043601920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ca_nagpur",14,TRUE,FALSE,NA,NA
"1147","@sanjayg63987128 @harmony1960 @SalmanNizami_ Atleast @RahulGandhi  is educated @narendramodi is a joke on the face of education.",FALSE,0,"sanjayg63987128",2020-06-01 12:21:16,FALSE,"1267429846390648833","1267431014869028864","4256488694","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","asif_amin_mir",0,FALSE,FALSE,NA,NA
"1148","RT @AQUIBMIR7: Historical works in one year by @narendramodi g 
(1) Abrogation of 370 and 35A . 
(2) construction of Ram Mandir . 
(3) Citi…",FALSE,0,NA,2020-06-01 12:21:16,FALSE,NA,"1267431013623496704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Saurabh_astron",478,TRUE,FALSE,NA,NA
"1149","RT @Surendr56298170: @brijesh61399709 @PiyushGoyal @narendramodi Absolutely Right Brother",FALSE,0,NA,2020-06-01 12:21:15,FALSE,NA,"1267431010448408576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Surendr56298170",1,TRUE,FALSE,NA,NA
"1150","RT @BJP4India: PM Shri @narendramodi says that India can reach new heights. Watch PM Modi to know how this will fulfill the aspirations of…",FALSE,0,NA,2020-06-01 12:21:15,FALSE,NA,"1267431009995198464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sumpankajs",733,TRUE,FALSE,NA,NA
"1151","RT @RavinderKapur2: I am sure this arrogant ,egoistic, selfish, self-centered, uneducated , insensitive, racist, incompetent , fascist and…",FALSE,0,NA,2020-06-01 12:21:14,FALSE,NA,"1267431008200044544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Man72Muesli",59,TRUE,FALSE,NA,NA
"1152","@narendramodi 
@myogiadityanath 
@AmitShah 
@ArvindKejriwal 
@uddhavthackeray 

I can guarantee that air conditioni… https://t.co/WKeLIcnfhV",FALSE,0,"narendramodi",2020-06-01 12:21:13,TRUE,NA,"1267431004643274752","18839785","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rameshdharne31",0,FALSE,FALSE,NA,NA
"1153","RT @Vedant_Shinde23: I do not follow @narendramodi 

Pass it on",FALSE,0,NA,2020-06-01 12:21:13,FALSE,NA,"1267431004001710080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BhatiaRaymond",5,TRUE,FALSE,NA,NA
"1154","RT @MbaAnjali: Poor and incomplete diets drive hunger and malnutrition. Provide the necessary food for all. @irvpaswan  @PMOIndia  @narendr…",FALSE,0,NA,2020-06-01 12:21:13,FALSE,NA,"1267431002831564800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nsudha13",9,TRUE,FALSE,NA,NA
"1155","Taking exam in this global pandemic and pushing final year student towards life risk is not your right. We choose t… https://t.co/wtrOW0iUHN",FALSE,0,NA,2020-06-01 12:21:12,TRUE,NA,"1267431000067506185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chaital42634066",0,FALSE,FALSE,NA,NA
"1156","RT @TexMinIndia: Under leadership of Prime Minister @narendramodi Ji, during #1YearofModi2 major initiatives have been taken to promote tra…",FALSE,0,NA,2020-06-01 12:21:11,FALSE,NA,"1267430995495714823",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Azad19_",38,TRUE,FALSE,NA,NA
"1157","Gujarat Government should follow this as number of cases are increasing every day...... @vijayrupanibjp @fayedsouza… https://t.co/Zz0oAAjAMl",FALSE,0,NA,2020-06-01 12:21:11,TRUE,NA,"1267430993151090688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kirankmr016",0,FALSE,FALSE,NA,NA
"1158","RT @ugetprince: China is showing Nepal as Heaven, will make it so indebted that one day it will become a colony of China, completely subcon…",FALSE,0,NA,2020-06-01 12:21:10,FALSE,NA,"1267430991158743041",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sumelg2",72,TRUE,FALSE,NA,NA
"1159","RT @ShuklaRajiv: India is a federal structure. How one state can prevent people coming from other state. War against corona has to be fough…",FALSE,0,NA,2020-06-01 12:21:10,FALSE,NA,"1267430989485101057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Prashant_jagran",20,TRUE,FALSE,NA,NA
"1160","@RajeevCharak @narendramodi Recuitment process was suppose to complete in three month in the given sro. But it took… https://t.co/ui5uAWuwyq",FALSE,0,"RajeevCharak",2020-06-01 12:21:08,TRUE,"1267274241302392832","1267430982006771713","2232392066","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AbdulQa71800084",0,FALSE,FALSE,NA,NA
"1161","RT @shravansb7040: @BFellow25 @BSYBJP @narendramodi All cases are coming from people who are in quarantine <U+0001F644><U+0001F644><U+0001F644>",FALSE,0,NA,2020-06-01 12:21:08,FALSE,NA,"1267430981885190144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BFellow25",1,TRUE,FALSE,NA,NA
"1162","RT @ShashankSArora: With due respect, perhaps discussions about feasting on samosas while half the country is dying of starvation are not t…",FALSE,0,NA,2020-06-01 12:21:08,FALSE,NA,"1267430981813895168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jannat_lub",1073,TRUE,FALSE,NA,NA
"1163","Best Way To Fight With #COVID<U+30FC>19 
@akshaykumar
@narendramodi @AmitShah @rsprasad 
@BJP4India @GautamGambhir… https://t.co/A40pGdMF5X",FALSE,0,NA,2020-06-01 12:21:08,TRUE,NA,"1267430981272776705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","akshayarmy4",0,FALSE,FALSE,NA,NA
"1164","RT @NidarNaari: Dear @CMOMaharashtra,
You blocked @indy_jones3 for criticizing @OfficeofUT. 
This is not your personal handle. This is publ…",FALSE,0,NA,2020-06-01 12:21:08,FALSE,NA,"1267430981050363904",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","VikiLeax",552,TRUE,FALSE,NA,NA
"1165","RT @TexMinIndia: Major initiatives have been taken towards knowledge sharing, research and innovation in the National Institute of Fashion…",FALSE,0,NA,2020-06-01 12:21:07,FALSE,NA,"1267430977829249024",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Azad19_",34,TRUE,FALSE,NA,NA
"1166","RT @PriaINC: I do not follow @narendramodi 

Pass it on",FALSE,0,NA,2020-06-01 12:21:07,FALSE,NA,"1267430977757941761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChophyApulo",31,TRUE,FALSE,NA,NA
"1167","RT @PemaKhanduBJP: Under the visionary leadership of PM @narendramodi, India's 'Ease of Doing Business' rank has improved from 142 in 2014…",FALSE,0,NA,2020-06-01 12:21:07,FALSE,NA,"1267430975962845184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","inzmam_khan",6,TRUE,FALSE,NA,NA
"1168","RT @rsprasad: Under the leadership of PM @narendramodi, India has emerged as the 2nd largest mobile phone manufacturer in the world. In the…",FALSE,0,NA,2020-06-01 12:21:06,FALSE,NA,"1267430974238781441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KDharmapuri",884,TRUE,FALSE,NA,NA
"1169","RT @PrajwalMA3: @ndtv This VTU university is so technical that they do not have a twitter account and they expect us to be technical throug…",FALSE,0,NA,2020-06-01 12:21:06,FALSE,NA,"1267430973798404097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShivaPrasadSB1",2,TRUE,FALSE,NA,NA
"1170","RT @BFellow25: @shravansb7040 @BSYBJP @narendramodi So it's better not to free down immediately bussiness will not go anywhere as Modijee t…",FALSE,0,NA,2020-06-01 12:21:05,FALSE,NA,"1267430970891919363",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BFellow25",1,TRUE,FALSE,NA,NA
"1171","@aqb_satedsoul @PMOIndia @narendramodi So called ""minority"" rant.. lame!!!",FALSE,0,"aqb_satedsoul",2020-06-01 12:21:05,FALSE,"1267333476371402752","1267430967607771138","1677322224","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SwarVaibv",0,FALSE,FALSE,NA,NA
"1172","RT @TexMinIndia: Significant achievements towards capacity building, skill development and promotion of Textiles Sector in North-Eastern Re…",FALSE,0,NA,2020-06-01 12:21:04,FALSE,NA,"1267430963241500681",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Azad19_",35,TRUE,FALSE,NA,NA
"1173","RT @PMOIndia: I want to state it clearly- violence, abuse and rude behaviour against front-line workers is not acceptable: PM @narendramodi",FALSE,0,NA,2020-06-01 12:21:02,FALSE,NA,"1267430956828209152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Swetang06",5444,TRUE,FALSE,NA,NA
"1174","RT @KetuUvach: @adgpi @DefenceMinIndia @rajnathsingh @PMOIndia @narendramodi

I know that, you know &amp; I also know that you know that we nee…",FALSE,0,NA,2020-06-01 12:21:02,FALSE,NA,"1267430954836123648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HinduNarendraa",19,TRUE,FALSE,NA,NA
"1175","@PiyushGoyal @narendramodi Oppo: China

Guangdong OPPO Mobile Telecommunications Corp., Ltd, commonly referred to a… https://t.co/2gGHQjS59r",FALSE,0,"DeshiVideshi",2020-06-01 12:21:01,TRUE,"1267430813915725824","1267430951568551943","1196464146906304516","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DeshiVideshi",0,FALSE,FALSE,NA,NA
"1176","RT @mynk__07: Don't push students' life to death, stop playing with our health. 
@ChouhanShivraj
@PMOIndia
@narendramodi
@OfficeOfKNath
@aa…",FALSE,0,NA,2020-06-01 12:21:01,FALSE,NA,"1267430951510052866",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RadheMo06790568",3,TRUE,FALSE,NA,NA
"1177","RT @SarthikSachdeva: Rajnish Kumar CSC VLE from Hathras, UP thanked @narendramodi &amp; @rsprasad  for enabling LPG Gas Delivery service throug…",FALSE,0,NA,2020-06-01 12:21:01,FALSE,NA,"1267430951191220225",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BulandshahrCsc",16,TRUE,FALSE,NA,NA
"1178","RT @PMOIndia: Ayushman Bharat- the world’s largest healthcare scheme belongs to India.

In less than 2 years, 1 crore people have benefitte…",FALSE,0,NA,2020-06-01 12:20:59,FALSE,NA,"1267430945117872128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shashiy3",698,TRUE,FALSE,NA,NA
"1179","RT @nitin_gadkari: Govt to create a Fund of Funds with total corpus of Rs. 50,000 crores to be used for equity infusion in high growth pote…",FALSE,0,NA,2020-06-01 12:20:58,FALSE,NA,"1267430941233946624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pramod_prr",26,TRUE,FALSE,NA,NA
"1180","@narendramodi IRCTC app n web is worst in the world,we are dieing with lockdown in addition to that we are facing s… https://t.co/27RnqMsmky",FALSE,0,"narendramodi",2020-06-01 12:20:57,TRUE,NA,"1267430934657130496","18839785","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MaheshG49793967",0,FALSE,FALSE,NA,NA
"1181","RT @ramkadam: pics of this noon of free meals provided to thousands of needy people @narendramodi @JPNadda @Dev_Fadnavis @ChDadaPatil https…",FALSE,0,NA,2020-06-01 12:20:56,FALSE,NA,"1267430933780729858",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Raghuva69480747",9,TRUE,FALSE,NA,NA
"1182","RT @nitin_gadkari: Rs. 20000 crore will be provided as subordinate debt through the Distressed Assets Fund to enable restructuring of stres…",FALSE,0,NA,2020-06-01 12:20:56,FALSE,NA,"1267430933063503873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pramod_prr",34,TRUE,FALSE,NA,NA
"1183","@shravansb7040 @BSYBJP @narendramodi So it's better not to free down immediately bussiness will not go anywhere as… https://t.co/nWQo5JhecK",FALSE,1,"shravansb7040",2020-06-01 12:20:56,TRUE,"1267424976581222400","1267430931771658240","903228474457972736","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BFellow25",1,FALSE,FALSE,NA,NA
"1184","RT @nitin_gadkari: The cabinet under the chairmanship of Hon'ble Prime Minister has taken historical decisions for MSME Sector, street vend…",FALSE,0,NA,2020-06-01 12:20:55,FALSE,NA,"1267430925832421385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pramod_prr",133,TRUE,FALSE,NA,NA
"1185","RT @LogicKilling: @bhadoria_ss @TCGEHLOT @narendramodi @nstomar @fskulaste @DrJitendraSingh Thanxx sir

Once again fr raising our demand.…",FALSE,0,NA,2020-06-01 12:20:54,FALSE,NA,"1267430922539974659",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Vijay24336013",16,TRUE,FALSE,NA,NA
"1186","RT @PMOIndia: I want to state it clearly- violence, abuse and rude behaviour against front-line workers is not acceptable: PM @narendramodi",FALSE,0,NA,2020-06-01 12:20:52,FALSE,NA,"1267430915271045125",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chethansharmajm",5444,TRUE,FALSE,NA,NA
"1187","RT @narendramodi: Do tune in tomorrow at 11 AM. #MannKiBaat https://t.co/b71yh2NTox",FALSE,0,NA,2020-06-01 12:20:52,FALSE,NA,"1267430915099242499",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prakash321321",7844,TRUE,FALSE,NA,NA
"1188","RT @BSYBJP: PM @narendramodi has appreciated the efforts of Karnataka Government in handling COVID19 situation. These encouraging words of…",FALSE,0,NA,2020-06-01 12:20:51,FALSE,NA,"1267430912654028801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aakashrtd",180,TRUE,FALSE,NA,NA
"1189","@PiyushGoyal @narendramodi Our farmers get benefits it great decision",FALSE,1,"PiyushGoyal",2020-06-01 12:20:51,FALSE,"1267430630075232256","1267430909566947328","1324334436","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","akshaykumaraks",0,FALSE,FALSE,NA,NA
"1190","RT @PMOIndia: A nation like ours has to have proper medical infrastructure and medical education infrastructure.

Work is underway to ensur…",FALSE,0,NA,2020-06-01 12:20:50,FALSE,NA,"1267430907457277953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ra_Man8",897,TRUE,FALSE,NA,NA
"1191","RT @BSYBJP: PM @narendramodi has appreciated the efforts of Karnataka Government in handling COVID19 situation. These encouraging words of…",FALSE,0,NA,2020-06-01 12:20:50,FALSE,NA,"1267430905880039425",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bharatashwa",180,TRUE,FALSE,NA,NA
"1192","RT @SwatikSrichand2: @bibhu_p_mohanty @adsahasrabudhe @AICTE_INDIA @ugc_india @narendramodi @CMO_Odisha @Naveen_Odisha @PrincipalCET @SDTE_…",FALSE,0,NA,2020-06-01 12:20:50,FALSE,NA,"1267430904919740417",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bibhu_p_mohanty",2,TRUE,FALSE,NA,NA
"1193","RT @satyakumar_y: I would like to congratulate @narendramodi Ji and entire cabinet for approving modalities &amp; road map for implementing 2 P…",FALSE,0,NA,2020-06-01 12:20:49,FALSE,NA,"1267430904340897792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DwarakanathKon2",31,TRUE,FALSE,NA,NA
